BuildingType,RC,WallArea,surfaceArea,OverallHeight,Orientation,GalzingArea,GlazingAreaDistribution,HeatingEnergykwh,CoolingEnergy
8,0.998034609,1462.8,1955.2,2,1,252.1,0.172340716,12247.73309,3490.769517
8,0.871514547,1340.8,2713.8,1,5,210.6,0.157070406,5427.383149,3297.049539
3,0.99999585,764.5,1902.5,2,1,114.7,0.150032701,5222.233399,3760.101831
8,0.979627785,3085.8,4904.8,2,4,211.0,0.06837773,22649.99766,3903.120513
8,0.832924253,1090.8,2040.0,1,1,116.6,0.106894023,3591.879036,5425.917793
5,0.4553173,563.3,563.3,21,1,168.9,0.299840227,3436.258298,1282.772074
8,0.871514547,1170.2,2398.2,1,3,70.2,0.059989745,2008.122973,4558.427426
2,0.989937806,148.8,148.8,2,7,13.4,0.090053763,3177.183472,1101.654153
0,0.997557105,487.9,1341.9,2,1,87.9,0.180159869,3592.172107,2649.655545
3,0.943945833,975.8,975.8,3,4,146.2,0.149825784,6755.288168,1732.050025
8,0.801044342,2265.2,5345.4,1,5,246.7,0.108908706,31512.46682,5454.638758
8,0.968042554,3101.0,5044.0,2,1,393.1,0.126765559,11303.16504,5959.893283
8,0.871514547,1170.2,2398.2,1,1,70.2,0.059989745,10840.40582,3379.695581
8,0.906940775,1421.4,2728.3,1,6,131.4,0.092444069,772.2422699,1521.918068
3,0.995949589,929.4,929.4,2,4,139.4,0.14998924,8642.95893,3109.777125
0,0.997557105,487.9,1341.9,2,3,87.9,0.180159869,5624.326908,1859.242869
2,0.865754458,107.0,429.0,3,7,19.3,0.180373832,54.21814798,67.99248828
8,0.99988623,2142.0,2989.4,2,7,198.5,0.092670401,787.4819655,6849.950123
6,0.801044342,1558.6,3737.6,1,1,234.0,0.150134736,12917.69356,0.0
0,0.962018974,563.3,563.3,3,5,168.9,0.299840227,40.73687875,95.24809781
4,0.959311028,299.6,299.6,2,7,35.9,0.119826435,902.3658251,0.0
8,0.995742895,2064.0,3013.2,2,1,174.9,0.084738372,9297.972772,3618.255432
8,0.995742895,2064.0,3013.2,2,7,174.9,0.084738372,17893.74726,6608.16649
8,0.801044342,1558.6,3737.6,1,4,93.6,0.060053895,22018.72257,5028.806493
8,0.832924253,2027.8,4570.2,1,0,180.0,0.088766151,8788.029111,7014.949135
8,0.995742895,2466.0,3576.2,2,3,175.0,0.070965126,38478.76616,5231.318602
2,0.730034233,148.8,148.8,6,0,26.8,0.180107527,126.6067023,1106.636361
8,0.979627785,3085.8,5065.8,2,4,211.0,0.06837773,27354.66755,3997.489397
8,0.871514547,1340.8,2713.8,1,3,140.4,0.104713604,17917.19294,5436.468352
8,0.801044342,1558.6,3737.6,1,0,93.6,0.060053895,12374.33979,3536.195532
8,0.773567127,2376.0,5692.0,1,0,142.4,0.05993266,17816.66957,5763.535666
8,0.773567127,2054.2,5596.2,1,3,177.4,0.086359653,20677.04322,3175.425045
8,0.773567127,2648.2,6608.2,1,0,266.1,0.100483347,8359.559205,6629.560679
8,0.968042554,3402.8,5575.2,2,4,314.5,0.092423886,15895.5887,2163.157569
0,0.962018974,764.5,764.5,3,1,114.7,0.150032701,9573.166507,2492.276381
8,0.871514547,1170.2,2398.2,1,2,105.4,0.090070073,11837.14052,2760.729481
3,0.99999585,764.5,764.5,2,4,114.7,0.150032701,5748.589041,3136.739664
8,0.988418785,2355.6,3573.6,2,0,198.4,0.084224826,49015.25728,8875.950431
8,0.871514547,1637.6,3332.5,1,5,94.0,0.057401075,2329.035794,4220.22341
8,0.801044342,2265.2,5345.4,1,7,164.4,0.072576373,6135.442854,9518.948359
8,0.995742895,2512.8,3775.0,2,0,333.1,0.132561286,5566.005765,12655.10188
8,0.995742895,2064.0,3013.2,2,5,292.1,0.141521318,2257.526454,3692.988555
4,0.962018974,764.5,764.5,3,6,114.7,0.150032701,2250.492748,1545.949896
8,0.979627785,3085.8,5065.8,2,4,281.8,0.091321537,16328.45467,7602.26356
6,0.832924253,1376.0,3074.0,1,4,247.6,0.17994186,1259.033318,3066.402607
8,0.995742895,2330.0,3467.0,2,4,221.8,0.095193133,16654.05664,4304.92095
0,0.92112127,416.7,416.7,3,4,37.5,0.089992801,2611.263236,1272.807658
8,0.773567127,2494.4,6132.4,1,4,137.7,0.055203656,9507.811659,4542.601587
8,0.773567127,2648.2,6608.2,1,2,177.4,0.066988898,14373.37757,2188.06861
8,0.937146424,928.8,1637.6,1,7,100.8,0.108527132,3964.665438,3170.735908
8,0.871514547,1170.2,2398.2,1,0,105.4,0.090070073,1142.391032,4107.68412
1,0.880032866,764.5,1902.5,1,3,45.9,0.060039241,980.9088719,2302.95247
5,0.900316034,201.2,201.2,4,1,36.2,0.179920477,928.7422214,1218.88258
6,0.937146424,840.8,1474.8,1,5,75.6,0.089914367,1150.010879,1733.51538
8,0.801044342,1558.6,3737.6,1,4,280.6,0.180033363,7003.226293,3255.726519
4,0.989937806,416.7,416.7,2,2,50.0,0.119990401,208.959673,2043.291502
5,0.900316034,201.2,1339.2,4,0,24.1,0.119781312,337.6178728,681.9763803
6,0.871514547,1170.2,2398.2,1,1,175.4,0.149888908,2358.635973,2193.343889
8,0.99988623,1408.0,1865.6,2,2,162.3,0.115269886,12907.43607,6046.642319
8,0.801044342,2142.0,4900.1,1,6,170.2,0.07945845,3064.644181,11326.61072
8,0.801044342,1850.6,4605.6,1,1,164.4,0.088836053,13483.02766,5757.674245
6,0.906940775,991.2,1872.2,1,4,148.6,0.14991929,751.4342239,1546.536038
2,0.989937806,148.8,148.8,2,6,44.7,0.300403226,152.6900276,601.0887649
8,0.928814344,2417.0,5862.2,2,4,290.6,0.120231692,1489.97332,2361.566684
8,0.995742895,2512.8,3775.0,2,7,166.4,0.066220949,3296.463397,8921.376447
8,0.99988623,1740.0,2426.4,2,2,248.4,0.142758621,2972.326794,7670.54912
1,0.989937806,833.4,1456.4,2,0,100.0,0.119990401,1557.379667,3973.164499
8,0.773567127,1538.8,3453.8,1,4,63.6,0.041330907,5074.818652,3372.368805
8,0.979627785,3085.8,4904.8,2,7,704.5,0.228303843,26093.28967,5557.213632
6,0.984889259,576.4,874.4,1,1,52.0,0.090215128,695.7507206,825.8742758
6,0.906940775,991.2,1872.2,1,4,89.2,0.089991929,1400.879715,3388.487713
8,0.979627785,1819.7,3787.9,2,4,141.8,0.077924933,11555.20616,4336.572626
8,0.906940775,1421.4,2728.3,1,1,78.9,0.055508653,1785.975101,4251.582015
8,0.871514547,1340.8,2713.8,1,5,105.4,0.078609785,4952.901086,1967.679165
6,0.906940775,991.2,1872.2,1,1,89.2,0.089991929,3741.345281,3611.221727
8,0.906940775,1113.6,2098.6,1,0,118.8,0.106681034,7988.531231,2045.342999
8,0.871514547,1340.8,2713.8,1,3,175.4,0.130817422,5660.374649,3584.552259
0,0.997557105,174.3,1028.3,2,6,31.4,0.180149168,798.3255952,1491.438676
8,0.979627785,2629.8,4126.8,2,2,293.2,0.111491368,11876.41204,9472.056988
8,0.979627785,2629.8,4126.8,2,4,366.5,0.13936421,6954.576495,4927.696974
4,0.99999585,563.3,1701.3,2,0,50.7,0.090005326,1210.38352,1722.671751
8,0.832924253,1680.0,3954.0,1,3,108.0,0.064285714,4950.263446,5163.912256
8,0.871514547,1170.2,2398.2,1,4,105.4,0.090070073,3123.551466,4184.175669
8,0.937146424,928.8,1637.6,1,7,75.6,0.081395349,1157.044585,1573.498576
8,0.832924253,1680.0,3954.0,1,4,144.1,0.08577381,21946.04095,6288.425953
1,0.989937806,833.4,833.4,2,3,150.0,0.179985601,2968.80994,0.0
6,0.871514547,1170.2,2398.2,1,0,210.6,0.179969236,2302.659399,5645.428025
8,0.670787006,2496.0,8083.0,1,6,374.4,0.15,58.02807189,5001.257813
8,0.832924253,2027.8,4570.2,1,3,144.1,0.071062235,4184.175668,6945.784363
8,0.832924253,1611.8,3510.2,1,4,247.6,0.153617074,8117.189431,3484.615024
8,0.979627785,3135.9,5082.6,2,4,405.5,0.12930897,13454.89283,11213.77836
8,0.871514547,1429.0,2945.0,1,1,313.6,0.219454164,4026.210362,5285.536751
8,0.871514547,1170.2,2398.2,1,6,105.4,0.090070073,11938.83619,3418.967105
8,0.801044342,1253.6,2471.6,1,7,330.6,0.263720485,3064.351109,5317.188426
8,0.928814344,4373.8,7819.0,2,7,309.1,0.070670813,29868.04505,5367.59665
8,0.968042554,3402.8,5575.2,2,4,314.5,0.092423886,3606.825661,9265.441883
8,0.968042554,2946.8,4797.2,2,7,326.0,0.110628478,19027.34616,6008.836151
8,0.988418785,2355.6,3573.6,2,4,264.4,0.112243165,4954.366441,3461.169339
8,0.832924253,1611.8,3510.2,1,4,123.8,0.076808537,28572.96399,3016.580525
8,0.871514547,1340.8,2713.8,1,1,105.4,0.078609785,2829.894253,3862.969776
4,0.910018263,487.9,1341.9,1,4,87.9,0.180159869,352.5644974,1146.494027
8,0.928814344,4463.8,8070.0,2,5,600.7,0.134571441,28761.99483,3518.90434
8,0.832924253,2027.8,4570.2,1,5,108.0,0.05325969,3522.421193,2827.842756
8,0.906940775,1421.4,2728.3,1,2,78.9,0.055508653,6536.364078,4716.392733
8,0.995742895,1946.0,2795.0,2,0,292.1,0.150102775,0.0,0.0
4,0.959311028,299.6,299.6,2,4,35.9,0.119826435,740.2975233,1422.273903
8,0.988418785,2588.2,3965.7,2,3,126.6,0.048914303,14200.17256,6695.794741
8,0.801044342,1861.2,4297.4,1,7,234.0,0.125725338,5121.416951,1462.131569
8,0.988418785,2757.6,4136.6,2,3,264.5,0.095916739,2029.22409,1689.261649
8,0.801044342,1861.2,4297.4,1,4,140.4,0.075435203,7517.859093,9203.310817
8,0.995742895,2330.0,3467.0,2,0,277.6,0.119141631,7119.575508,4591.837527
8,0.832924253,1376.0,3074.0,1,0,82.4,0.059883721,11764.4589,2109.818635
8,0.871514547,1340.8,2713.8,1,1,140.4,0.104713604,6933.182307,3394.935277
8,0.871514547,1340.8,2713.8,1,6,105.4,0.078609785,2907.265016,3662.802235
1,0.99999585,1126.6,2264.6,2,7,135.0,0.119829576,1449.236442,1931.338352
8,0.832924253,2027.8,4570.2,1,1,72.0,0.03550646,11177.43754,5761.484169
4,0.99999585,563.3,563.3,2,7,84.5,0.150008876,521.6665049,2159.054574
8,0.906940775,1113.6,2098.6,1,4,178.4,0.160201149,11629.06007,3724.054089
8,0.995742895,2466.0,3576.2,2,1,233.4,0.094647202,16097.51467,4029.141073
0,0.962018974,201.2,201.2,3,0,30.2,0.150099404,367.804193,1383.588522
8,0.832924253,1611.8,3510.2,1,7,206.4,0.12805559,35393.60701,4896.631441
4,0.99999585,764.5,764.5,2,0,229.2,0.299803793,14652.96737,2348.085415
8,0.832924253,1625.0,3611.0,1,0,186.2,0.114584615,5397.782971,5690.56097
8,0.832924253,1680.0,3954.0,1,5,72.0,0.042857143,10338.37507,3991.334904
7,0.999939426,586.0,1189.5,2,7,70.4,0.120136519,6690.519461,2393.51143
8,0.801044342,2265.2,5345.4,1,0,246.7,0.108908706,11246.30925,7742.644603
6,0.801044342,1558.6,3737.6,1,3,93.6,0.060053895,12593.55696,658.8237658
8,0.801044342,1558.6,3737.6,1,4,140.4,0.090080842,29360.73903,3618.548504
0,0.962018974,563.3,563.3,3,4,101.4,0.180010652,1179.317986,1940.130484
6,0.984889259,576.4,874.4,1,1,52.0,0.090215128,923.4669421,2102.784928
8,0.968042554,3402.8,5575.2,2,0,471.8,0.138650523,15128.91478,5116.434743
7,0.996000752,690.8,1529.8,2,7,82.8,0.119861031,7887.12864,2337.827927
8,0.995742895,2512.8,3775.0,2,0,277.6,0.110474371,4783.799079,5376.388782
8,0.801044342,2265.2,5345.4,1,4,246.7,0.108908706,3848.902364,4457.610978
8,0.670787006,2751.4,8914.4,1,7,204.4,0.074289453,24155.21067,1916.97787
8,0.928814344,3913.8,6995.3,2,5,412.0,0.105268537,8826.42142,3943.56432
8,0.801044342,1850.6,4605.6,1,6,205.6,0.111099103,19366.72245,2628.554428
7,0.630636013,1026.8,8440.8,1,5,92.4,0.089988313,12418.00738,4788.781287
8,0.871514547,1637.6,3332.5,1,4,94.0,0.057401075,7064.771218,4450.577272
8,0.871514547,1637.6,3332.5,1,0,94.0,0.057401075,7545.407772,4880.512532
4,0.997557105,487.9,487.9,2,5,43.9,0.089977454,4390.204632,1835.797184
8,0.871514547,1170.2,2398.2,1,4,105.4,0.090070073,405.9034322,4278.251483
8,0.871514547,1429.0,2945.0,1,3,188.2,0.13170049,4178.021176,5764.121808
0,0.92112127,565.5,1188.5,3,0,169.8,0.300265252,7175.845153,1004.647629
8,0.871514547,1340.8,2713.8,1,1,175.4,0.130817422,6167.3876,2950.346464
8,0.968042554,1852.2,4024.6,2,0,164.7,0.088921283,6086.206914,81.76682858
6,0.832924253,1376.0,3074.0,1,2,123.8,0.08997093,2729.077806,2231.150058
6,0.906940775,991.2,1872.2,1,6,148.6,0.14991929,1042.160725,4064.309601
8,0.988418785,1900.6,2712.6,2,1,162.0,0.085236241,4492.193364,6491.524205
4,0.962018974,764.5,764.5,3,3,137.6,0.17998692,2461.79699,0.0
8,0.801044342,1102.2,2191.7,1,1,165.2,0.149882054,4885.78781,3641.994189
8,0.996229529,3117.0,4115.0,3,0,179.5,0.057587424,16421.65127,5549.593785
8,0.988418785,2355.6,3573.6,2,4,198.4,0.084224826,26143.69789,3553.486726
8,0.801044342,1850.6,4605.6,1,0,164.4,0.088836053,24246.06271,2678.669581
8,0.988418785,2588.2,3965.7,2,1,316.1,0.122131211,12960.48194,2188.654752
8,0.928814344,4373.8,7980.0,2,7,412.0,0.094197266,24865.02881,5670.925208
2,0.99999585,201.2,1339.2,2,7,60.3,0.299701789,2433.955237,1573.205505
8,0.871514547,1340.8,2713.8,1,6,210.6,0.157070406,4092.444424,3352.439972
8,0.995742895,1090.8,2040.0,2,6,130.8,0.119911991,13814.19796,2320.536734
8,0.968042554,2717.0,4372.0,2,0,326.0,0.119985278,28967.73072,3183.631035
8,0.871514547,1340.8,2713.8,1,0,175.4,0.130817422,7626.588459,4432.993007
8,0.99988623,1740.0,2426.4,2,5,148.8,0.085517241,10065.23283,6259.998059
7,0.990039872,470.8,820.2,2,6,56.4,0.119796092,8799.165811,81.76682858
3,0.99999585,764.5,764.5,2,3,114.7,0.150032701,438.434321,1786.854315
7,0.873464516,414.4,1621.4,1,4,37.2,0.08976834,13890.98258,3953.235666
3,0.997557105,662.2,662.2,2,1,79.4,0.119903352,2825.205117,2118.024624
1,0.989937806,833.4,1456.4,2,4,75.0,0.089992801,3174.545832,2245.217468
8,0.968042554,2946.8,4797.2,2,0,407.6,0.138319533,31312.88542,5287.588248
0,0.99999585,201.2,201.2,2,6,18.1,0.089960239,393.8875183,991.1663593
6,0.832924253,1376.0,3074.0,1,1,123.8,0.08997093,1473.26827,4312.540798
8,0.968042554,3402.8,5575.2,2,4,235.8,0.069295874,4545.532299,5607.621856
8,0.995742895,2064.0,3013.2,2,1,292.1,0.141521318,36251.13296,3303.497103
8,0.968042554,3402.8,5575.2,2,5,235.8,0.069295874,11124.97782,4922.714765
4,0.910018263,487.9,1341.9,1,7,87.9,0.180159869,4572.787908,67.99248828
3,0.880032866,402.4,1540.4,1,1,36.2,0.089960239,562.6964547,2553.235164
4,0.997557105,487.9,487.9,2,0,73.1,0.149825784,3978.439778,3653.717032
8,0.871514547,1340.8,2713.8,1,1,175.4,0.130817422,3576.932411,6545.15621
8,0.979627785,3031.8,4689.8,2,7,146.7,0.048387097,12815.41175,7326.190612
8,0.744529875,2766.8,7111.4,1,1,154.4,0.05580454,17176.30928,1577.3085
8,0.832924253,2027.8,4570.2,1,2,72.0,0.03550646,8324.390677,2893.490675
8,0.832924253,2027.8,4570.2,1,3,108.0,0.05325969,16698.89651,3288.843549
8,0.988418785,2811.6,4512.6,2,6,189.9,0.067541613,7752.022877,7953.069631
8,0.801044342,1861.2,4297.4,1,1,93.6,0.050290135,12297.84824,1156.458443
8,0.801044342,1558.6,3737.6,1,0,187.0,0.119979469,6084.741559,6253.257424
8,0.832924253,1611.8,3510.2,1,1,206.4,0.12805559,6887.170149,5782.292215
8,0.773567127,2494.4,6132.4,1,1,91.9,0.036842527,11413.65283,5122.003093
4,0.962018974,764.5,764.5,3,3,137.6,0.17998692,7349.343227,1378.313243
8,0.773567127,2100.0,5094.0,1,5,207.4,0.098761905,21033.71071,95.24809781
8,0.98205407,2383.2,2949.2,3,1,357.5,0.150008392,6359.642223,2547.666813
6,0.871514547,1170.2,2398.2,1,1,140.4,0.119979491,2674.273515,1021.938822
8,0.832924253,1611.8,3510.2,1,4,123.8,0.076808537,14141.55835,4958.762507
2,0.943945833,174.3,1028.3,3,2,20.9,0.119908204,337.3248018,1265.18781
6,0.871514547,1170.2,2398.2,1,4,140.4,0.119979491,8782.753831,95.24809781
8,0.871514547,1429.0,2945.0,1,6,125.4,0.087753674,12124.35017,2128.282111
8,0.995742895,2512.8,3775.0,2,4,333.1,0.132561286,3654.596245,2544.736103
8,0.871514547,1340.8,2713.8,1,1,175.4,0.130817422,9756.335927,4827.173597
8,0.801044342,1861.2,4297.4,1,7,234.0,0.125725338,26660.67525,7234.459368
6,0.773567127,1728.0,4406.0,1,1,518.4,0.3,1632.405861,0.0
8,0.979627785,3085.8,4904.8,2,4,352.0,0.114070905,30610.68714,4128.785237
8,0.801044342,2142.0,4900.1,1,2,170.2,0.07945845,6092.947549,3915.429498
5,0.900316034,201.2,1339.2,4,1,24.1,0.119781312,2681.307221,2264.267088
6,0.871514547,1170.2,2398.2,1,1,210.6,0.179969236,2898.472884,606.3640442
0,0.959311028,299.6,299.6,2,4,35.9,0.119826435,384.8023152,2195.395387
6,0.906940775,991.2,1872.2,1,2,89.2,0.089991929,3422.777029,2050.032136
8,0.832924253,2027.8,4570.2,1,1,216.0,0.106519381,1304.166262,3236.383827
8,0.979627785,2629.8,4126.8,2,7,219.7,0.083542475,14234.46187,6515.849103
8,0.871514547,1637.6,3332.5,1,0,94.0,0.057401075,6737.410832,3216.161924
6,0.937146424,840.8,1474.8,1,5,100.8,0.119885823,446.933382,2833.118035
8,0.906940775,1113.6,2098.6,1,2,89.2,0.080100575,589.9520643,3042.956921
8,0.968042554,2946.8,4797.2,2,3,407.6,0.138319533,60272.41015,4423.907804
1,0.997557105,975.8,975.8,2,0,87.8,0.089977454,3575.173985,2335.776429
8,0.988418785,2811.6,4512.6,2,4,189.9,0.067541613,16726.44519,3796.442643
8,0.937146424,1291.2,2322.1,1,1,111.6,0.086431227,2731.129303,1985.5565
8,0.801044342,2265.2,5345.4,1,4,164.4,0.072576373,16325.81703,2867.407351
6,0.937146424,840.8,1474.8,1,6,50.4,0.059942912,1176.094205,1403.224284
6,0.937146424,840.8,1474.8,1,7,100.8,0.119885823,2598.368109,2067.6164
8,0.773567127,2010.4,5264.4,1,1,137.7,0.068493832,3805.820917,4772.076235
8,0.995742895,2064.0,3013.2,2,1,174.9,0.084738372,7903.833691,6296.338872
8,0.928814344,4373.8,7819.0,2,1,1030.0,0.235493164,32388.45625,9634.711431
4,0.962018974,764.5,764.5,3,3,68.8,0.08999346,5518.23518,2746.955141
1,0.99999585,1126.6,1126.6,2,1,67.6,0.060003551,635.9642223,1809.127716
0,0.997557105,174.3,174.3,2,6,31.4,0.180149168,895.3321194,1237.639129
8,0.968042554,3466.7,5776.3,2,7,454.6,0.131133354,4273.562345,5979.235974
8,0.871514547,1170.2,2398.2,1,0,105.4,0.090070073,3646.976398,5735.693914
8,0.988418785,2477.1,3708.4,2,6,218.1,0.088046506,1916.391728,3397.572916
4,0.959311028,299.6,299.6,2,3,45.0,0.150200267,2139.711884,2065.271831
8,0.832924253,1376.0,3074.0,1,2,165.2,0.12005814,8499.354106,6143.941914
5,0.938603786,148.8,771.8,1,3,13.4,0.090053763,1524.262636,1091.396665
7,0.988871039,782.4,1985.4,2,0,234.7,0.299974438,3339.837916,2225.288636
7,0.996000752,690.8,1529.8,2,7,62.1,0.089895773,6432.323848,530.458637
2,0.943945833,487.9,1341.9,3,4,73.1,0.149825784,1398.535147,2035.085511
8,0.995742895,2512.8,3775.0,2,7,277.6,0.110474371,11106.51435,4539.670877
8,0.871514547,1637.6,3332.5,1,1,125.4,0.076575476,12500.9465,3594.516675
8,0.801044342,1558.6,3737.6,1,7,280.6,0.180033363,10673.94145,4006.867671
8,0.995742895,2064.0,3013.2,2,6,350.4,0.169767442,22851.33748,6437.012985
8,0.832924253,1611.8,3510.2,1,1,165.2,0.102494106,14089.97784,1968.558378
8,0.928814344,4373.8,7819.0,2,6,515.2,0.117792309,6882.481012,2957.087098
8,0.968042554,2946.8,4797.2,2,5,407.6,0.138319533,6176.472804,8117.189431
8,0.832924253,1898.8,4119.2,1,1,149.0,0.078470613,2114.2147,5437.054494
8,0.801044342,1861.2,4297.4,1,5,140.4,0.075435203,3752.481982,6165.922246
8,0.906940775,1113.6,2098.6,1,7,178.4,0.160201149,365.7526956,2288.298916
8,0.871514547,1170.2,2398.2,1,5,140.4,0.119979491,1705.9667,1094.913518
8,0.832924253,2027.8,4570.2,1,2,72.0,0.03550646,6064.519655,5854.97384
8,0.801044342,1558.6,3737.6,1,1,187.0,0.119979469,7234.166296,2706.218262
8,0.871514547,1170.2,2398.2,1,5,105.4,0.090070073,234.7499272,2379.737089
8,0.832924253,1680.0,3954.0,1,4,180.0,0.107142857,11029.43666,5105.884184
6,0.832924253,1376.0,3074.0,1,7,123.8,0.08997093,5562.488912,3126.775248
8,0.871514547,1340.8,2713.8,1,7,140.4,0.104713604,8305.634128,4216.706557
6,0.871514547,1170.2,2398.2,1,0,105.4,0.090070073,5672.390564,1217.417226
8,0.832924253,2027.8,4570.2,1,6,216.0,0.106519381,11755.3737,1014.318974
8,0.988418785,2811.6,4351.7,2,4,189.9,0.067541613,23154.66604,2950.346463
8,0.832924253,2027.8,4570.2,1,5,144.1,0.071062235,12536.11503,4864.979764
6,0.871514547,1170.2,2398.2,1,0,140.4,0.119979491,2086.372949,3424.535455
5,0.783427751,148.8,148.8,5,0,22.3,0.149865591,322.0851061,67.99248828
7,0.999939426,586.0,1260.8,2,4,105.5,0.18003413,1787.733528,1349.88535
8,0.871514547,1637.6,3332.5,1,4,94.0,0.057401075,5438.226777,1922.54622
8,0.871514547,1170.2,2398.2,1,1,210.6,0.179969236,17011.31027,11744.23699
1,0.99999585,1126.6,1126.6,2,1,169.0,0.150008876,4634.332833,2532.427117
8,0.832924253,1680.0,3954.0,1,5,108.0,0.064285714,6510.280753,3678.628073
3,0.989937806,565.5,565.5,2,0,67.9,0.120070734,4972.243776,1254.34418
7,0.834395608,488.6,2166.6,1,0,73.2,0.1498158,6832.65893,1966.21381
8,0.871514547,1429.0,2945.0,1,1,94.0,0.065780266,18525.31542,4164.539907
8,0.871514547,1637.6,3332.5,1,0,125.4,0.076575476,2782.41674,2330.50115
8,0.968042554,2935.4,4598.3,2,1,399.1,0.135961027,7776.054705,3896.086807
8,0.968042554,2946.8,4797.2,2,4,326.0,0.110628478,20332.68471,5888.677013
3,0.989937806,565.5,565.5,2,5,67.9,0.120070734,6466.320092,1346.368497
6,0.832924253,1376.0,3074.0,1,2,123.8,0.08997093,5326.859771,67.99248828
6,0.984889259,576.4,874.4,1,4,103.8,0.180083276,5085.66228,1014.025903
5,0.704697974,201.2,1339.2,8,1,60.3,0.299701789,322.6712482,2855.977579
8,0.744529875,2766.8,7111.4,1,1,514.4,0.185918751,1775.131472,8308.271768
8,0.871514547,1637.6,3332.5,1,3,62.8,0.038348803,1508.143727,4373.49958
8,0.995742895,2064.0,3013.2,2,0,174.9,0.084738372,15427.26114,7560.354397
2,0.943945833,487.9,1341.9,3,5,58.5,0.119901619,3286.498981,1911.40952
8,0.968042554,2717.0,4372.0,2,6,326.0,0.119985278,6697.260096,4725.477935
8,0.928814344,3917.8,7041.0,2,4,529.6,0.135177906,36370.11981,17351.56578
1,0.989937806,833.4,1456.4,2,3,100.0,0.119990401,6569.188038,1477.664336
8,0.988418785,2355.6,3573.6,2,5,198.4,0.084224826,9352.777063,7450.452745
8,0.871514547,1340.8,2713.8,1,4,140.4,0.104713604,18933.56342,4927.403903
8,0.832924253,1376.0,3074.0,1,4,123.8,0.08997093,17621.77731,2774.503821
0,0.962018974,563.3,563.3,3,7,101.4,0.180010652,3934.479117,1424.03233
8,0.744529875,2381.0,6081.6,1,1,173.0,0.072658547,30281.27525,6203.435342
8,0.968042554,3402.8,5575.2,2,0,471.8,0.138650523,7620.433966,6671.469841
2,0.788820681,563.3,1701.3,6,7,67.5,0.119829576,475.947418,606.3640442
8,0.988418785,2811.6,4351.7,2,4,252.9,0.089948784,3658.69924,7712.165212
8,0.995742895,2512.8,3775.0,2,4,277.6,0.110474371,10099.22908,5823.908306
8,0.744529875,2766.8,7111.4,1,7,514.4,0.185918751,8973.836169,9106.304293
8,0.832924253,1611.8,3510.2,1,4,123.8,0.076808537,5708.438305,3469.961471
4,0.99999585,563.3,563.3,2,5,101.4,0.180010652,365.4596245,1950.387972
8,0.988418785,2811.6,4351.7,2,2,316.1,0.112427088,9962.65796,7246.768352
8,0.871514547,1637.6,3332.5,1,7,125.4,0.076575476,4835.379587,4131.422877
8,0.871514547,1170.2,2398.2,1,4,140.4,0.119979491,5342.685609,2780.951385
8,0.968042554,3466.7,5776.3,2,1,227.1,0.065508985,2762.780979,4192.967801
6,0.906940775,991.2,1872.2,1,1,89.2,0.089991929,1407.327279,1390.622228
8,0.871514547,1340.8,2713.8,1,7,140.4,0.104713604,8072.349557,2398.493638
8,0.995742895,2512.8,3775.0,2,7,277.6,0.110474371,21324.14414,3181.579538
6,0.906940775,991.2,1872.2,1,7,118.8,0.119854722,5427.67622,1728.533172
7,0.988871039,1486.5,2562.5,2,6,178.3,0.119946182,19942.90018,4913.336492
8,0.99988623,1740.0,2426.4,2,1,148.8,0.085517241,24511.87816,3239.021467
4,0.997557105,487.9,1341.9,2,7,87.9,0.180159869,4561.944279,1722.964821
5,0.92112127,416.7,1039.7,3,5,25.0,0.0599952,1916.97787,1469.751416
6,0.801044342,1558.6,3737.6,1,2,234.0,0.150134736,1368.348827,6054.262168
0,0.938603786,416.7,1039.7,1,1,37.5,0.089992801,5222.52647,1862.759722
4,0.997557105,487.9,487.9,2,1,87.9,0.180159869,5105.884185,4543.773872
8,0.801044342,1861.2,4297.4,1,3,140.4,0.075435203,13116.39575,1559.431164
8,0.670787006,3639.4,10529.8,1,3,408.9,0.112353685,12301.95124,7134.522132
8,0.801044342,1253.6,2471.6,1,7,99.2,0.0791321,3817.250689,2814.654557
2,0.943945833,174.3,174.3,3,1,20.9,0.119908204,181.1179214,982.0811562
8,0.801044342,2265.2,5345.4,1,6,123.4,0.054476426,35582.93091,7478.88064
8,0.832924253,1680.0,3954.0,1,2,180.0,0.107142857,17690.06287,4818.088394
8,0.832924253,1611.8,3510.2,1,3,206.4,0.12805559,7067.115786,3901.069015
2,0.847234846,148.8,148.8,4,4,22.3,0.149865591,218.6310184,699.2675735
8,0.871514547,1637.6,3332.5,1,7,125.4,0.076575476,5834.751936,3396.986775
5,0.875751516,174.3,174.3,4,1,52.3,0.300057372,205.4428202,1323.802024
8,0.801044342,1861.2,4297.4,1,1,467.6,0.251235762,2000.796196,3538.540101
7,0.999939426,586.0,1260.8,2,4,70.4,0.120136519,1492.610961,2158.761503
8,0.871514547,1340.8,2713.8,1,4,140.4,0.104713604,2200.377594,4897.217582
8,0.871514547,1340.8,2713.8,1,4,210.6,0.157070406,6739.46233,6239.483084
8,0.968042554,3101.0,5044.0,2,0,393.1,0.126765559,24996.91079,6227.760241
2,0.841018946,563.3,1701.3,5,4,168.9,0.299840227,1910.823378,979.7365876
8,0.979627785,2827.8,4454.8,2,3,211.0,0.074616309,14154.1604,4905.423573
