BuildingType,RC,WallArea,surfaceArea,OverallHeight,Orientation,GalzingArea,GlazingAreaDistribution,HeatingEnergykwh,CoolingEnergy
0,0.99999585,563.3,563.3,2,7,84.5,0.150008876,3032.699434,3871.175766
8,0.906940775,1113.6,2098.6,1,4,89.2,0.080100575,6017.042142,2231.443129
8,0.801044342,2265.2,5345.4,1,6,123.4,0.054476426,759.3471428,1979.402008
1,0.880032866,764.5,1902.5,1,1,91.6,0.119816874,1445.719589,1768.683908
8,0.995742895,2512.8,3775.0,2,0,166.4,0.066220949,3981.370488,4913.336491
8,0.995742895,2330.0,3467.0,2,0,333.1,0.142961373,16918.11367,7582.627799
8,0.801044342,2265.2,5345.4,1,3,411.2,0.181529225,11496.29887,5459.327895
1,0.959311028,599.2,921.2,2,1,53.8,0.089786382,735.9014572,1242.035195
8,0.988418785,2811.6,4512.6,2,4,189.9,0.067541613,14919.95511,4339.503336
8,0.832924253,2027.8,4570.2,1,7,108.0,0.05325969,23415.4993,4182.417243
8,0.832924253,2027.8,4570.2,1,7,144.1,0.071062235,2308.52082,2261.92252
8,0.871514547,1340.8,2713.8,1,6,140.4,0.104713604,2324.639728,4173.918181
6,0.984889259,576.4,874.4,1,1,86.4,0.149895906,64.47563544,856.9398092
8,0.832924253,1376.0,3074.0,1,4,165.2,0.12005814,8247.606056,4036.46785
8,0.832924253,1611.8,3510.2,1,4,247.6,0.153617074,9226.756502,6228.053312
7,0.999939426,586.0,1260.8,2,1,70.4,0.120136519,5968.685415,3277.99992
8,0.968042554,3466.7,5776.3,2,2,303.0,0.087403006,18808.42207,7341.430308
8,0.773567127,2010.4,5264.4,1,3,229.6,0.114206128,7595.815996,3677.162717
2,0.989937806,148.8,148.8,2,2,26.8,0.180107527,96.42038209,1612.477028
8,0.979627785,3085.8,5065.8,2,1,281.8,0.091321537,19440.86944,7064.771217
8,0.801044342,2265.2,5345.4,1,3,205.6,0.090764612,24647.57007,4808.123977
8,0.670787006,2496.0,8083.0,1,0,299.6,0.120032051,30078.177,11787.02537
6,0.871514547,1170.2,2398.2,1,7,70.2,0.059989745,1167.595144,0.0
5,0.943945833,174.3,1028.3,3,4,52.3,0.300057372,3216.161924,2578.146204
2,0.900316034,563.3,563.3,4,5,101.4,0.180010652,5723.971071,2711.493541
8,0.906940775,1113.6,2098.6,1,5,118.8,0.106681034,6650.661795,4147.541785
8,0.871514547,1637.6,3332.5,1,6,125.4,0.076575476,6982.711318,3495.458654
8,0.871514547,1637.6,3332.5,1,4,125.4,0.076575476,1288.926567,2332.552647
8,0.773567127,1728.0,4406.0,1,4,155.6,0.090046296,24435.09355,5572.160257
8,0.871514547,1170.2,2398.2,1,7,105.4,0.090070073,10455.01736,3054.679765
8,0.979627785,2827.8,4454.8,2,6,281.8,0.099653441,24309.36606,8796.528171
4,0.997557105,487.9,1341.9,2,3,43.9,0.089977454,4051.707545,1581.704565
0,0.989937806,416.7,416.7,2,7,50.0,0.119990401,3507.767639,1029.851741
8,0.773567127,2010.4,5264.4,1,7,183.6,0.091325109,5156.292409,6650.661795
5,0.900316034,201.2,201.2,4,7,60.3,0.299701789,1695.416141,1111.91164
5,0.527104748,174.3,174.3,14,4,52.3,0.300057372,474.1889916,1161.733722
8,0.99988623,1812.2,2413.5,2,2,171.3,0.094525991,3027.717226,3093.365145
6,0.832924253,1376.0,3074.0,1,4,123.8,0.08997093,13041.66262,719.7825483
8,0.979627785,2629.8,4126.8,2,7,440.0,0.167313104,50647.95621,5373.751142
8,0.801044342,2265.2,5345.4,1,1,164.4,0.072576373,4176.555821,1489.094108
8,0.99988623,1740.0,2426.4,2,0,248.4,0.142758621,10788.53223,4714.927377
8,0.99988623,1654.8,2268.8,2,1,496.3,0.299915398,13713.08845,7006.743145
8,0.995742895,2330.0,3467.0,2,3,221.8,0.095193133,28340.26556,5820.977596
1,0.997557105,975.8,975.8,2,4,58.6,0.06005329,4334.521128,3299.394108
8,0.871514547,827.6,1441.6,1,1,74.4,0.089898502,3352.733042,2981.411997
8,0.968042554,3101.0,5044.0,2,4,314.5,0.101418897,18007.16576,6250.619784
8,0.988418785,2811.6,4351.7,2,6,126.6,0.045027742,4352.691534,2107.767136
7,0.996000752,690.8,1529.8,2,0,82.8,0.119861031,13351.14568,3482.563527
8,0.801044342,2142.0,4900.1,1,0,255.1,0.119094304,24884.95764,11176.26526
8,0.99988623,1740.0,2426.4,2,3,496.3,0.285229885,30673.40435,1835.211041
5,0.445197858,487.9,487.9,20,0,146.4,0.300061488,279.2967298,2014.570536
8,0.988418785,2811.6,4351.7,2,7,252.9,0.089948784,7056.272157,4580.993898
8,0.871514547,1340.8,2713.8,1,5,140.4,0.104713604,1233.829205,3125.602964
0,0.99999585,201.2,1339.2,2,4,18.1,0.089960239,1654.386191,1437.80667
5,0.943945833,174.3,174.3,3,0,52.3,0.300057372,5371.406575,1889.429189
3,0.99999585,764.5,1902.5,2,4,45.9,0.060039241,1278.082937,2683.065647
8,0.928814344,4373.8,7819.0,2,0,412.0,0.094197266,22282.77961,8345.198723
8,0.988418785,2355.6,3573.6,2,1,264.4,0.112243165,29474.4506,5153.654768
8,0.906940775,991.2,1872.2,1,0,89.2,0.089991929,2892.611463,2096.337365
4,0.99999585,563.3,1701.3,2,2,101.4,0.180010652,2723.509455,2049.152923
8,0.832924253,1376.0,3074.0,1,5,165.2,0.12005814,9525.982065,1785.095889
8,0.995742895,2512.8,3775.0,2,7,166.4,0.066220949,11438.56387,7234.752439
8,0.979627785,2827.8,4454.8,2,7,211.0,0.074616309,23227.05459,5030.857991
8,0.871514547,1170.2,2398.2,1,1,140.4,0.119979491,4898.976009,4804.900195
5,0.588824615,487.9,487.9,11,3,146.4,0.300061488,8801.803451,1757.547208
8,0.871514547,1340.8,2713.8,1,4,105.4,0.078609785,26867.8765,4825.1221
6,0.871514547,1170.2,2398.2,1,0,175.4,0.149888908,2305.88318,4479.298236
8,0.979627785,3085.8,4904.8,2,1,281.8,0.091321537,10108.60735,9477.625339
8,0.988418785,2588.2,3965.7,2,1,252.9,0.097712696,528.7002106,1415.533269
8,0.995742895,1347.6,2609.8,2,3,130.1,0.096542001,5238.93845,1807.955432
8,0.773567127,2648.2,6608.2,1,7,88.7,0.033494449,16565.2561,2377.978663
1,0.880032866,764.5,1902.5,1,7,91.6,0.119816874,987.0633643,2603.350316
8,0.871514547,1637.6,3332.5,1,2,125.4,0.076575476,12985.68605,3132.050526
8,0.871514547,1170.2,2398.2,1,1,210.6,0.179969236,5678.251985,6539.29479
8,0.871514547,1340.8,2713.8,1,0,210.6,0.157070406,22498.77298,5713.420512
4,0.98165708,929.4,2611.4,3,1,278.9,0.300086077,786.0166102,1230.605423
4,0.910018263,487.9,1341.9,1,2,146.4,0.300061488,11200.00402,1182.834839
8,0.832924253,1611.8,3510.2,1,2,165.2,0.102494106,10866.78221,3978.439778
3,0.959311028,406.6,728.6,2,0,48.7,0.119773733,2017.794318,1089.345168
0,0.989937806,416.7,416.7,2,7,75.0,0.179985601,488.2564029,1577.601571
2,0.995949589,244.6,1926.6,2,1,36.7,0.150040883,1533.64091,1985.556501
0,0.92112127,416.7,416.7,3,4,62.5,0.149988001,748.5035132,790.7057474
0,0.997557105,174.3,1028.3,2,4,31.4,0.180149168,842.2862557,914.967881
8,0.773567127,2100.0,5094.0,1,7,311.0,0.148095238,7471.553863,3970.526859
8,0.906940775,1261.0,2430.0,1,1,105.2,0.083425852,335.5663753,3417.501749
8,0.832924253,1611.8,3510.2,1,2,206.4,0.12805559,5395.438402,5711.662087
8,0.832924253,2027.8,4570.2,1,0,144.1,0.071062235,16245.22249,3850.36772
8,0.928814344,4463.8,8070.0,2,4,600.7,0.134571441,44986.99541,12755.62525
8,0.871514547,1637.6,3332.5,1,3,188.2,0.114924279,2312.623815,4080.135439
8,0.995742895,2064.0,3013.2,2,1,174.9,0.084738372,3734.311576,4783.212936
8,0.871514547,1637.6,3332.5,1,5,94.0,0.057401075,15551.52326,3032.699434
8,0.988418785,2811.6,4351.7,2,6,189.9,0.067541613,7056.565227,3258.9503
8,0.832924253,1400.2,2671.4,1,7,77.4,0.055277817,1122.169127,1645.300988
0,0.99999585,563.3,1701.3,2,7,101.4,0.180010652,771.0699856,687.8378017
6,0.984889259,576.4,874.4,1,1,103.8,0.180083276,1980.281221,1014.905116
8,0.801044342,1861.2,4297.4,1,7,93.6,0.050290135,32064.90579,5422.694011
8,0.832924253,1611.8,3510.2,1,3,123.8,0.076808537,4246.892878,3446.222714
8,0.995742895,2330.0,3467.0,2,4,277.6,0.119141631,6064.519656,4410.133464
8,0.979627785,3085.8,5065.8,2,0,281.8,0.091321537,6193.470926,7565.629677
8,0.968042554,3402.8,5575.2,2,2,235.8,0.069295874,13820.35246,5635.756679
8,0.99988623,2142.0,3029.6,2,7,298.0,0.139122316,7026.671979,3759.80876
5,0.495755716,244.6,244.6,20,7,73.4,0.300081766,437.2620367,1314.42375
8,0.988418785,2355.6,3573.6,2,4,264.4,0.112243165,15893.24414,8857.193883
2,0.841018946,563.3,563.3,5,4,67.5,0.119829576,1921.373936,1996.693202
8,0.928814344,4463.8,8070.0,2,7,400.4,0.089699359,1243.793622,10378.52581
3,0.910018263,487.9,1341.9,1,2,73.1,0.149825784,6047.228462,5579.193963
6,0.906940775,991.2,1872.2,1,5,89.2,0.089991929,686.0793752,2944.485042
8,0.832924253,1376.0,3074.0,1,0,247.6,0.17994186,11396.94778,6201.090773
8,0.928814344,3529.8,6323.3,2,1,211.7,0.059975069,32005.9985,10512.16622
8,0.906940775,1113.6,2098.6,1,1,89.2,0.080100575,1021.059608,4027.382647
1,0.99999585,1126.6,1126.6,2,4,101.4,0.090005326,3954.701021,67.99248828
8,0.801044342,1850.6,4605.6,1,5,246.7,0.133308116,11554.62001,4486.038871
8,0.832924253,1611.8,3510.2,1,7,123.8,0.076808537,7268.455611,10972.2878
8,0.871514547,912.8,1599.2,1,7,74.4,0.08150745,14231.53116,5251.247435
8,0.832924253,1611.8,3510.2,1,1,123.8,0.076808537,9285.956858,3184.510249
8,0.801044342,2265.2,5345.4,1,7,82.3,0.036332333,3126.482177,6771.114005
4,0.99999585,402.4,1540.4,2,6,72.4,0.179920477,2392.046075,2126.816756
0,0.989937806,148.8,771.8,2,1,26.8,0.180107527,144.4840376,613.3977499
8,0.871514547,1429.0,2945.0,1,0,125.4,0.087753674,1040.402299,6703.414588
8,0.995742895,2330.0,3467.0,2,5,166.4,0.071416309,864.2665859,5931.75846
8,0.871514547,1340.8,2713.8,1,4,140.4,0.104713604,386.2676705,3731.967008
8,0.744529875,2381.0,6081.6,1,0,346.0,0.145317094,23312.92442,5757.088102
1,0.997557105,975.8,1829.8,2,7,87.8,0.089977454,2601.884961,2236.425336
8,0.801044342,1558.6,3737.6,1,4,467.6,0.300012832,7402.682162,4494.537932
8,0.979627785,3085.8,4904.8,2,0,211.0,0.06837773,5546.370003,3867.951984
8,0.832924253,2027.8,4570.2,1,7,72.0,0.03550646,157.9653068,8885.328705
4,0.880032866,201.2,1339.2,1,3,36.2,0.179920477,1606.615606,1439.272026
8,0.832924253,1611.8,3510.2,1,0,247.6,0.153617074,11571.9112,5473.688378
8,0.871514547,1340.8,2713.8,1,6,105.4,0.078609785,1133.89197,4794.935779
6,0.906940775,991.2,1872.2,1,1,118.8,0.119854722,197.5299013,2974.964434
8,0.832924253,1376.0,3074.0,1,4,82.4,0.059883721,13584.72332,4813.985398
8,0.871514547,827.6,1441.6,1,2,99.2,0.119864669,1806.490076,3495.165583
4,0.99999585,563.3,1701.3,2,6,84.5,0.150008876,3651.079392,1938.078987
8,0.832924253,1611.8,3510.2,1,0,165.2,0.102494106,15258.74527,1043.919152
8,0.991046294,2800.6,3612.6,3,7,243.1,0.086802828,34564.80202,7168.518377
4,0.962018974,764.5,764.5,3,4,68.8,0.08999346,316.5167558,1789.785026
8,0.832924253,2027.8,4570.2,1,0,144.1,0.071062235,3928.031554,3590.12061
8,0.871514547,1637.6,3332.5,1,1,94.0,0.057401075,1868.035001,2747.248212
3,0.995949589,929.4,929.4,2,7,139.4,0.14998924,2071.133253,4413.357246
8,0.995742895,2512.8,3775.0,2,0,166.4,0.066220949,4147.541785,3279.172205
8,0.832924253,1611.8,3510.2,1,1,165.2,0.102494106,13436.13629,5615.241704
8,0.979627785,2629.8,4126.8,2,1,219.7,0.083542475,9186.019623,5073.060224
1,0.99999585,1126.6,2264.6,2,1,169.0,0.150008876,3866.193558,3554.65901
8,0.99988623,1122.8,1970.2,2,3,66.4,0.05913787,2872.68263,2276.283002
8,0.906940775,1113.6,2098.6,1,6,148.6,0.133441092,25042.33681,5456.104114
8,0.968042554,3101.0,4900.0,2,1,326.0,0.105127378,24403.1488,5345.323249
8,0.832924253,2027.8,4570.2,1,6,180.0,0.088766151,1535.692408,4139.921937
8,0.995742895,1347.6,2609.8,2,2,78.0,0.057880677,8428.430907,2965.87923
8,0.832924253,2027.8,4570.2,1,3,108.0,0.05325969,7400.923735,3486.666522
4,0.99999585,764.5,764.5,2,3,68.8,0.08999346,4919.490984,2824.325903
8,0.801044342,1861.2,4297.4,1,1,140.4,0.075435203,729.4538937,2332.552648
8,0.979627785,2629.8,4126.8,2,0,733.2,0.278804472,8937.202285,5687.630259
8,0.906940775,1113.6,2098.6,1,6,89.2,0.080100575,1561.775733,3018.338952
7,0.80267604,553.2,2705.2,1,6,33.2,0.060014461,8568.81195,2207.997443
8,0.99988623,2142.0,2989.4,2,2,298.0,0.139122316,13786.94235,6573.877175
8,0.871514547,1340.8,2713.8,1,1,140.4,0.104713604,21283.40726,4317.816077
7,0.979899907,870.4,2201.9,2,1,130.4,0.149816176,1818.50599,2171.949701
8,0.871514547,1340.8,2713.8,1,0,140.4,0.104713604,3647.85561,3481.098171
8,0.928814344,4373.8,7819.0,2,6,412.0,0.094197266,34755.29821,7234.459367
8,0.773567127,1728.0,4406.0,1,0,155.6,0.090046296,28412.06797,693.113081
8,0.995742895,2466.0,3576.2,2,7,233.4,0.094647202,5030.271848,6085.03463
7,0.996000752,564.2,1189.6,2,4,50.8,0.090038993,5497.720205,2091.355156
7,0.907960859,352.2,1327.2,1,3,42.2,0.119818285,1172.870423,1312.079181
8,0.99988623,1740.0,2426.4,2,2,298.0,0.171264368,2174.58734,4588.320674
8,0.801044342,2265.2,5345.4,1,6,164.4,0.072576373,3830.438887,5526.148098
8,0.801044342,1861.2,4297.4,1,1,280.6,0.150762949,983.5465115,5335.944975
7,0.979899907,870.4,2359.0,2,0,104.4,0.119944853,7305.382566,67.99248828
5,0.875751516,487.9,1341.9,4,5,87.9,0.180159869,2028.051806,1773.373046
5,0.784345086,107.0,107.0,4,0,19.3,0.180373832,279.0036589,1185.179408
6,0.832924253,1376.0,3074.0,1,1,165.2,0.12005814,4906.888928,2860.666716
6,0.937146424,840.8,1474.8,1,4,151.2,0.179828735,5488.341931,67.99248828
8,0.801044342,1558.6,3737.6,1,4,187.0,0.119979469,5303.707157,11651.33347
8,0.995742895,1946.0,2795.0,2,4,292.1,0.150102775,765.5016353,3079.883877
2,0.943945833,487.9,1341.9,3,5,87.9,0.180159869,5730.125564,1776.596827
6,0.906940775,991.2,1872.2,1,5,118.8,0.119854722,2185.43097,3828.973532
8,0.832924253,1611.8,3510.2,1,1,206.4,0.12805559,8065.02278,5382.543275
8,0.906940775,1421.4,2728.3,1,6,105.2,0.074011538,1292.44342,5069.250301
8,0.906940775,991.2,1872.2,1,7,89.2,0.089991929,732.6776755,4418.925596
8,0.871514547,1429.0,2945.0,1,6,125.4,0.087753674,2884.112401,7514.928381
8,0.995742895,2512.8,3775.0,2,7,277.6,0.110474371,13308.06423,6788.112127
8,0.832924253,1680.0,3954.0,1,2,180.0,0.107142857,4447.060419,8514.00766
8,0.937146424,928.8,1637.6,1,1,151.2,0.162790698,1949.215688,3167.512126
8,0.99988623,2142.0,2989.4,2,1,298.0,0.139122316,2912.247224,4133.474374
5,0.875751516,487.9,487.9,4,7,146.4,0.300061488,3895.500665,1810.593071
8,0.871514547,1637.6,3332.5,1,4,125.4,0.076575476,8981.456017,4825.122099
1,0.997557105,975.8,1829.8,2,0,87.8,0.089977454,237.0944958,1738.497588
8,0.906940775,762.0,1254.4,1,3,84.0,0.11023622,0.0,2848.943873
8,0.99988623,1122.8,1970.2,2,0,44.4,0.039543997,2735.81844,3146.117938
8,0.906940775,1113.6,2098.6,1,4,89.2,0.080100575,7660.291632,2957.087098
5,0.519528933,148.8,148.8,13,5,44.7,0.300403226,464.8107173,67.99248828
3,0.943945833,975.8,1829.8,3,7,146.2,0.149825784,5216.078907,972.4098109
1,0.997557105,975.8,975.8,2,5,117.0,0.119901619,2927.48692,4400.75519
8,0.832924253,2027.8,4570.2,1,2,180.0,0.088766151,15599.29385,6827.969793
8,0.99988623,1654.8,2268.8,2,0,298.0,0.180082185,10239.61012,2013.398252
0,0.99999585,563.3,563.3,2,7,168.9,0.299840227,161.4821597,1234.415348
7,0.999939426,586.0,1260.8,2,0,70.4,0.120136519,1632.11279,2283.316708
5,0.875751516,174.3,1028.3,4,3,31.4,0.180149168,639.7741462,1070.295548
8,0.801044342,2265.2,5345.4,1,4,123.4,0.054476426,3122.965323,4389.032347
8,0.801044342,1861.2,4297.4,1,0,234.0,0.125725338,19817.75884,5176.807384
6,0.906940775,991.2,1872.2,1,1,118.8,0.119854722,3677.455788,2698.598414
5,0.466051971,764.5,764.5,20,1,229.2,0.299803793,673.1842482,1193.971539
3,0.997557105,662.2,1516.2,2,1,198.7,0.300060405,2440.988943,2153.486223
2,0.962018974,201.2,1339.2,3,0,24.1,0.119781312,753.4857214,1911.40952
3,0.943945833,975.8,975.8,3,6,117.0,0.119901619,3071.091744,4398.410621
4,0.959311028,299.6,299.6,2,4,54.0,0.18024032,257.0233286,1506.385301
8,0.995742895,2330.0,3467.0,2,0,166.4,0.071416309,26450.83637,3016.580526
8,0.871514547,1637.6,3332.5,1,6,94.0,0.057401075,771.9491988,3472.012968
8,0.670787006,3639.4,10529.8,1,1,272.5,0.074874979,8463.599436,6934.06152
6,0.937146424,840.8,1474.8,1,7,151.2,0.179828735,474.4820626,1804.73165
1,0.997557105,975.8,975.8,2,6,117.0,0.119901619,7001.467867,726.523183
0,0.99999585,201.2,1339.2,2,5,36.2,0.179920477,167.9297232,1465.355351
8,0.801044342,1861.2,4297.4,1,7,140.4,0.075435203,7849.322472,2973.206007
8,0.968042554,3402.8,5575.2,2,0,314.5,0.092423886,19856.15114,8128.033061
8,0.928814344,3913.8,6995.3,2,0,309.1,0.078976953,32236.0593,0.0
2,0.92112127,148.8,148.8,3,3,44.7,0.300403226,716.2656955,1135.943468
8,0.871514547,1637.6,3332.5,1,0,94.0,0.057401075,2276.283002,5666.236071
6,0.937146424,840.8,1474.8,1,6,100.8,0.119885823,1558.25888,1255.809536
7,0.999939426,586.0,1189.5,2,4,52.8,0.090102389,3248.399742,2335.776429
1,0.99999585,1126.6,1126.6,2,0,169.0,0.150008876,549.5082566,2921.039356
8,0.988418785,2588.2,3821.7,2,5,198.4,0.076655591,16781.83562,11031.48815
7,0.907960859,352.2,1224.2,1,6,31.6,0.089721749,1508.729869,1709.776623
1,0.834100278,929.4,2611.4,1,3,83.6,0.089950506,269.6253845,1006.406055
8,0.995742895,1347.6,2609.8,2,4,104.1,0.077248442,2691.271637,3581.91462
8,0.871514547,1170.2,2398.2,1,7,140.4,0.119979491,12666.53165,835.25255
8,0.832924253,1611.8,3510.2,1,4,412.8,0.25611118,1518.694286,8750.222942
5,0.570055915,563.3,563.3,13,7,168.9,0.299840227,461.5869355,2678.962653
8,0.995742895,1090.8,2040.0,2,0,130.8,0.119911991,1833.159544,3740.466069
8,0.995742895,2330.0,3467.0,2,4,221.8,0.095193133,4495.417146,2350.429983
0,0.99999585,201.2,1339.2,2,4,30.2,0.150099404,589.3659221,844.3377532
8,0.871514547,1170.2,2398.2,1,1,210.6,0.179969236,10019.22068,4646.934889
8,0.995742895,2512.8,3775.0,2,5,166.4,0.066220949,6686.123395,3552.02137
8,0.871514547,1340.8,2713.8,1,1,70.2,0.052356802,9500.484882,5321.877564
7,0.996000752,1501.4,2439.4,2,4,157.4,0.104835487,19794.8993,3998.954752
8,0.832924253,1680.0,3954.0,1,1,108.0,0.064285714,1303.287049,4986.604259
6,0.906940775,991.2,1872.2,1,5,178.4,0.179983858,317.68904,1788.905812
8,0.744529875,2381.0,6081.6,1,0,173.0,0.072658547,46255.40701,5660.081578
8,0.744529875,2381.0,6081.6,1,0,230.6,0.096850063,7321.794546,7119.868579
5,0.943945833,174.3,174.3,3,4,20.9,0.119908204,555.9558201,965.6691762
8,0.979627785,3135.9,5082.6,2,1,270.2,0.086163462,861.6289463,5572.160257
6,0.906940775,991.2,1872.2,1,4,148.6,0.14991929,2076.115461,2571.112499
8,0.744529875,2381.0,6081.6,1,4,230.6,0.096850063,6797.197331,6046.056177
8,0.832924253,1680.0,3954.0,1,7,180.0,0.107142857,4897.217582,4918.3187
2,0.943945833,174.3,174.3,3,1,20.9,0.119908204,245.3004857,659.99605
8,0.832924253,1611.8,3510.2,1,4,123.8,0.076808537,5010.049945,6729.790984
8,0.968042554,3466.7,5776.3,2,2,454.6,0.131133354,19528.79076,4464.937754
8,0.871514547,1170.2,2398.2,1,3,210.6,0.179969236,1591.375911,4852.67078
6,0.871514547,1170.2,2398.2,1,5,105.4,0.090070073,1409.378776,2565.83722
2,0.92112127,148.8,148.8,3,7,8.9,0.059811828,20.80804598,1184.593265
4,0.989937806,416.7,1039.7,2,7,50.0,0.119990401,2111.28399,1911.995662
8,0.773567127,2100.0,5094.0,1,2,155.6,0.074095238,5397.196829,4138.163511
8,0.871514547,1637.6,3332.5,1,3,125.4,0.076575476,1864.81122,3938.289041
8,0.871514547,1637.6,3332.5,1,7,62.8,0.038348803,9491.106608,3443.292003
8,0.871514547,1170.2,2398.2,1,4,140.4,0.119979491,9240.530842,4945.281238
6,0.871514547,1170.2,2398.2,1,1,351.0,0.299948727,2097.216578,2257.233383
8,0.988418785,2811.6,4351.7,2,3,126.6,0.045027742,13467.20181,4251.582015
8,0.988418785,2355.6,3573.6,2,2,198.4,0.084224826,37523.94061,4873.185755
8,0.871514547,1340.8,2713.8,1,4,210.6,0.157070406,6622.233902,3881.140182
8,0.871514547,1637.6,3332.5,1,1,156.6,0.095627748,5962.530923,4012.436022
8,0.871514547,827.6,1441.6,1,0,99.2,0.119864669,7970.946967,4138.456582
6,0.832924253,1376.0,3074.0,1,5,123.8,0.08997093,2076.994674,2589.282905
8,0.928814344,4373.8,7819.0,2,5,618.0,0.141295898,4867.910476,5619.051628
6,0.871514547,1170.2,2398.2,1,7,175.4,0.149888908,9534.481126,1453.925579
8,0.968042554,3402.8,5575.2,2,7,235.8,0.069295874,10245.17847,4678.293493
8,0.801044342,1558.6,3737.6,1,5,467.6,0.300012832,21195.48594,7788.07062
8,0.832924253,1611.8,3510.2,1,7,165.2,0.102494106,8560.312888,6774.044716
4,0.997557105,487.9,487.9,2,0,87.9,0.180159869,1210.676591,1395.897507
8,0.801044342,1861.2,4297.4,1,3,140.4,0.075435203,18941.18326,10224.95657
8,0.906940775,991.2,1872.2,1,3,178.4,0.179983858,14000.88424,2588.989834
8,0.906940775,1113.6,2098.6,1,5,118.8,0.106681034,6893.910783,3201.50837
8,0.995742895,2330.0,3323.0,2,0,116.9,0.050171674,4315.178437,7065.064288
8,0.801044342,1861.2,4297.4,1,7,234.0,0.125725338,14113.42353,5612.310994
3,0.995949589,929.4,929.4,2,1,139.4,0.14998924,6926.148602,2658.740748
0,0.989937806,416.7,416.7,2,1,125.1,0.300215983,1710.362766,1171.991209
8,0.832924253,1376.0,3074.0,1,4,247.6,0.17994186,1540.674616,2423.69775
8,0.968042554,3402.8,5575.2,2,7,471.8,0.138650523,11592.42618,4192.967801
8,0.801044342,1558.6,3737.6,1,7,467.6,0.300012832,21744.99419,7239.148504
6,0.801044342,1558.6,3737.6,1,1,467.6,0.300012832,7139.797412,1216.538012
8,0.968042554,3101.0,5188.0,2,2,303.0,0.097710416,17633.20708,4661.881513
8,0.979627785,2629.8,4126.8,2,4,440.0,0.167313104,2108.64635,3864.14206
8,0.968042554,2717.0,4372.0,2,2,326.0,0.119985278,11645.76512,5170.945962
7,0.80267604,553.2,2705.2,1,5,66.4,0.120028923,7459.53795,2976.136718
7,0.990039872,421.6,771.0,2,1,75.9,0.180028463,2053.548989,1641.491064
8,0.801044342,1694.8,3556.8,1,4,142.8,0.08425773,2695.374632,3446.808857
8,0.773567127,1728.0,4406.0,1,7,259.2,0.15,30054.73132,5388.990838
2,0.962018974,563.3,563.3,3,0,101.4,0.180010652,1625.665226,1552.104388
7,0.834395608,928.2,2606.2,1,0,83.6,0.090066796,9126.526197,3185.389462
8,0.979627785,2629.8,4126.8,2,0,219.7,0.083542475,2522.462701,5855.266911
8,0.801044342,1861.2,4297.4,1,7,234.0,0.125725338,24166.0543,4107.097978
1,0.99999585,1126.6,2264.6,2,1,67.6,0.060003551,2009.881399,1616.873095
8,0.773567127,2494.4,6132.4,1,7,137.7,0.055203656,26901.57968,5857.904551
8,0.99988623,2142.0,2989.4,2,0,148.8,0.069467787,5175.342028,4125.268384
8,0.801044342,2265.2,5345.4,1,1,205.6,0.090764612,6332.093543,5676.786629
8,0.832924253,1611.8,3510.2,1,0,165.2,0.102494106,10818.42549,5627.257618
5,0.588824615,174.3,174.3,11,2,52.3,0.300057372,975.9266637,1192.799255
8,0.801044342,1558.6,3737.6,1,1,140.4,0.090080842,14116.06117,7244.423784
3,0.910018263,662.2,1516.2,1,7,79.4,0.119903352,7318.570764,2342.810134
8,0.801044342,1850.6,4605.6,1,6,123.4,0.066681076,16991.96758,3159.306137
8,0.979627785,3085.8,5065.8,2,1,141.0,0.045693175,13951.6483,67.99248828
1,0.989937806,833.4,1456.4,2,4,100.0,0.119990401,3293.532687,2018.673531
8,0.979627785,3085.8,4904.8,2,6,281.8,0.091321537,26155.7138,6861.966037
4,0.99999585,563.3,563.3,2,1,168.9,0.299840227,5664.184573,0.0
0,0.989937806,416.7,1039.7,2,0,62.5,0.149988001,820.0128543,1640.61185
6,0.937146424,840.8,1474.8,1,0,50.4,0.059942912,4081.893866,1867.74193
8,0.995742895,2330.0,3323.0,2,0,350.4,0.150386266,34509.70465,996.1485675
8,0.998034609,1864.8,2518.2,2,0,168.0,0.09009009,3847.437009,0.0
8,0.906940775,991.2,1872.2,1,1,89.2,0.089991929,8542.142483,3073.729384
8,0.979627785,2827.8,4454.8,2,7,211.0,0.074616309,8473.563852,3467.323831
8,0.871514547,1429.0,2945.0,1,0,188.2,0.13170049,17941.22477,5651.875588
3,0.997557105,662.2,662.2,2,2,79.4,0.119903352,1782.458249,81.76682858
8,0.871514547,1340.8,2713.8,1,6,105.4,0.078609785,8191.336411,1996.693201
8,0.832924253,1376.0,3074.0,1,4,247.6,0.17994186,13782.83936,4682.689559
8,0.928814344,3917.8,7041.0,2,6,529.6,0.135177906,32230.49094,6856.983829
8,0.871514547,1637.6,3332.5,1,0,188.2,0.114924279,9434.543891,2033.620156
1,0.880032866,764.5,1902.5,1,1,91.6,0.119816874,3249.572026,67.99248828
8,0.744529875,2381.0,6081.6,1,7,115.4,0.048467031,23340.4731,5738.331554
7,0.873464516,414.4,1763.8,1,1,37.2,0.08976834,8077.038693,3012.184459
8,0.995742895,2064.0,3013.2,2,0,350.4,0.169767442,5644.25574,7576.473305
6,0.871514547,1170.2,2398.2,1,6,175.4,0.149888908,3849.195436,3331.924996
7,0.93833808,298.2,923.2,1,4,44.8,0.150234742,1605.736393,1811.472285
8,0.871514547,1170.2,2398.2,1,5,70.2,0.059989745,3674.818149,3243.710605
